# 100 random electric spids from modeled results
7971592010, 9682897805, 5249646510, 7160876210, 4907242405, 3041470805, 2341377805, 5356796105, 2371290305, 5140914205, 2188634510, 3813541505, 9673205205, 2164635705, 7507134405, 4367757410, 5140876605, 5246683405, 3383467010, 5959245410, 3711590910, 4313689610, 4531900205, 3138697210, 4339141805, 5554554110, 7974041805, 7007841805, 6070842705, 6426716205, 9786951810, 2298805510, 9285249105, 2921104305, 8127615705, 4421110505, 4431720110, 2466648110, 7393925110, 5306493710, 4220340310, 9019200505, 490942305, 2628187805, 2954192705, 6561474505, 9736201810, 4433747405, 2987226710, 7181503010, 2970346610, 5330999505, 2633074705, 4323809010, 4591416305, 1407215605, 7957735510, 9683710505, 2983193305, 5687300905, 1571367710, 3836632610, 7974047105, 4595923610, 7440506590, 1851631805, 1866023610, 6161582610, 1125943705, 7514403305, 1784150910, 2498831805, 9356946010, 4627408205, 3190661610, 4019364505, 9346623210, 2070553905, 8120751605, 3330390405, 8259823005, 3384671005, 4054961105, 1333177205, 8194955705, 5419017505, 9955319105, 6937097405, 4557730205, 5594272910, 9687221305, 4645050005, 6008499105, 3387794710, 2387771905, 2916366510, 5297549205, 3071597871, 7539561305, 1484638305
